INFO_ORIGE,ID,COLLECTORS,PAIS,Locality,Habitat,Abundance,Plant_Desc,Min_Elevat,Max_Elevat,Averege_Elevat,SRTM90m,Average_STRM90M_STRM30M,Datum geodesico,LATITUDE,LONGITUD,Useful_mapping,GENUS,full_scien,name_clean,Tipo,Common_Nam,Repository,IUCN_RL_CO,IUCN_RL_cr,GEPC_Natio,GEPC_Nat_1,Native,Endemic
Diaz,Barc4106,"Barclay, Harriet George",COLOMBIA,Cundinamarca  Represa del Neusa; Cerros y alrededores de la laguna.,no data,no data,no data,3000,3000,3000,3393,3393.5,WGS84,5.17411,-73.97394,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
Diaz,Barc4081,"Barclay, Harriet George",COLOMBIA,Cundinamarca  SubParamo above Guasca.,no data,no data,no data,3000,3000,3000,3140,3142,WGS84,4.84444,-73.82639,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
Diaz,Barc109,"Barclay, Arthur S.",COLOMBIA,Cundinamarca  Carretera entre Paramo Guerrerio y Zipaquiraa.,no data,no data,no data,0,0,0,3235,3238.5,WGS84,5.08866,-74.05145,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
Diaz,Barc101,"Barclay, Arthur S.",COLOMBIA,Cundinamarca  road between  Paramo Guerrerio and Zipaquiraa.,no data,no data,no data,0,0,0,3322,3324.5,WGS84,5.11615,-74.06387,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
Diaz,BallB5720,"Balls, E.K.",COLOMBIA,Cundinamarca  Paramo Guasca.,no data,no data,no data,3724,3724,3724,3375,3366,WGS84,4.83229,-73.81911,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
Diaz,Ball5720,"Balls, E.K.",COLOMBIA,Cundinamarca,Growing in dry fields and on sunny banks in open exposures. Soil without lime.,no data,"Flowers yellow, to 0.5 diam in dense heads enclosed in woolly involucre and bracts. Stiff stems to 18 tall, raying friom among dense riosette of narriow, slightly felty leaves. Leaves to 15  long, forming riosettes which do not rise much above the grioun",3250,3250,3250,3262,3255.5,WGS84,4.84445,-73.81256,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
Diaz,Ball11,"Ballesterios M., M. M.",COLOMBIA,Cundinamarca Cogua Entre los municipios de Tausa y Cogua. ZOna del embalse del Neusa.,no data,no data,no data,3100,3100,3100,3233,3225.5,WGS84,5.13607,-73.95286,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
Diaz,Ariss.n.,"Ariste-Joseph, B.",COLOMBIA,Cundinamarca  Region of Bogota.,no data,no data,no data,0,0,0,2890,2887,WGS84,4.68209,-74.01738,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
Diaz,ArisA498,"Ariste-Joseph, B.",COLOMBIA,Cundinamarca  Laguna de Buitrago.,no data,no data,Arborescent.,0,0,0,3569,3569,WGS84,4.76056,-73.82912,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
Diaz,Aria15,"Arias C., C.",COLOMBIA,Cundinamarca  Paramo de Guasca.,no data,no data,no data,3200,3200,3200,3273,3268.5,WGS84,4.8322,-73.82339,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
Diaz,Alle2982a,"Allen, Paul Hamilton",COLOMBIA,Cundinamarca  Quebrada Chico. Hills above Bogota. [Original wrong elevation in label: 11000 ft = 3660 m].,no data,no data,Dwarf plants without trunk. Flowers yellow.,3100,3100,3100,2952,2951,WGS84,4.67544,-74.00886,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
Diaz,Agui233,"Aguirre, L. E.",COLOMBIA,Cundinamarca Bogota D.C. Arriba de la calle 100 Chico.,no data,no data,no data,2800,2800,2800,2976,2962,WGS84,4.69775,-74.02038,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3712682926,grupobiodiversidad,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3459,3458,no data,4.74068,-73.84323,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3705776587,ssalamanca,COLOMBIA,"Cota, Cundinamarca, Colombia",no data,no data,no data,0,0,0,2868,2868.5,no data,4.82244,-74.1142,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3499402465,Nicolas Baresch Uribe,COLOMBIA,"Sutatausa, CO-CU, CO",no data,no data,no data,0,0,0,2841,2875.5,no data,5.21795,-73.84567,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3499393947,Jorge Matallana,COLOMBIA,"Tabio, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3256,3253,no data,4.97605,-74.10563,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,3499366314,Josewarles,COLOMBIA,suesca,no data,no data,no data,0,0,0,2956,2957.5,no data,5.13025,-73.78309,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3468788681,Nicolas Baresch Uribe,COLOMBIA,"Travia de los Farallones, Cucunub, Cundinamarca, CO",no data,no data,no data,0,0,0,2846,2842,no data,5.21627,-73.84583,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3468778645,Nicolas Baresch Uribe,COLOMBIA,"Sutatausa, CO-CU, CO",no data,no data,no data,0,0,0,2846,2847.5,no data,5.21663,-73.84598,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3468769880,Nicolas Baresch Uribe,COLOMBIA,"Travia de los Farallones, Cucunub, Cundinamarca, CO",no data,no data,no data,0,0,0,2841,2883,no data,5.21823,-73.84563,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3468759737,Nicolas Baresch Uribe,COLOMBIA,"Travia de los Farallones, Cucunub, Cundinamarca, CO",no data,no data,no data,0,0,0,2846,2855,no data,5.21707,-73.84572,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3466233348,Juan Andrs leyva,COLOMBIA,"Sopo, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3151,3151.5,no data,4.9025,-73.92596,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3466068374,Juan Andrs leyva,COLOMBIA,"Tausa, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3688,3688.5,no data,5.19421,-74.04939,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,3466026388,Juan Andrs leyva,COLOMBIA,"Cundinamarca, CO",no data,no data,no data,0,0,0,1842,1830.5,no data,5.16615,-74.19139,1,Espeletia,Espeletia barclayana Cuatrec.,Espeletia barclayana,Especie,Frailejon,no data,NT,B1b(iii),NT,NA,NA,NA
GBIF,3465940540,dprieto,COLOMBIA,"Sutatausa, Cundinamarca, Colombia",no data,no data,no data,0,0,0,2866,2882,no data,5.21756,-73.84551,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3465935917,snapdragyn,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,2905,2902,no data,4.83661,-73.8511,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3456982468,Juan Andrs leyva,COLOMBIA,"Subachoque, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3552,3551.5,no data,5.06495,-74.10244,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3456922334,Juan Andrs leyva,COLOMBIA,"Cundinamarca, CO",no data,no data,no data,0,0,0,2053,2051.5,no data,5.12506,-74.17583,1,Espeletia,Espeletia barclayana Cuatrec.,Espeletia barclayana,Especie,Frailejon,no data,NT,B1b(iii),NT,NA,NA,NA
GBIF,3456897310,Omar Javier Lopez Gomez,COLOMBIA,"Subachoque, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3195,3189.5,no data,5.01379,-74.15691,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3456814863,Joachim Bertrands,COLOMBIA,"Va Guasca - Sueva, Guasca, Cundinamarca, CO",no data,no data,no data,0,0,0,3297,3298,no data,4.84487,-73.79906,1,Espeletia,Espeletia killipii Cuatrec.,Espeletia killipii,Especie,Frailejon,no data,LC,NA,LC,NA,Native,NA
GBIF,3456712614,middl87,COLOMBIA,"Aristas de Siecha (PD), Guasca, Cundinamarca, CO",no data,no data,no data,0,0,0,3647,3649.5,no data,4.75013,-73.86279,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3456015411,Juan Andrs leyva,COLOMBIA,"Sopo, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3163,3163.5,no data,4.90056,-73.92694,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3455841099,Omar Javier Lopez Gomez,COLOMBIA,"Subachoque, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3174,3175.5,no data,5.01375,-74.15882,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3455499048,middl87,COLOMBIA,"Chingaza National Natural Park, Guasca, Cundinamarca, CO",no data,no data,no data,0,0,0,3570,3570,no data,4.7404,-73.86559,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3399479417,Bill Crins,COLOMBIA,"Colombia--Rte. 50, Cuchilla area",no data,no data,no data,0,0,0,3362,3362,no data,4.83957,-73.80848,1,Espeletia,Espeletia killipii Cuatrec.,Espeletia killipii,Especie,Frailejon,no data,LC,NA,LC,NA,Native,NA
GBIF,3399312657,villllemo,COLOMBIA,Pea de Juaica,no data,no data,no data,0,0,0,3194,3189,no data,4.90417,-74.12826,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3399155008,Jonathan M,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3306,3304.5,no data,4.84501,-73.79696,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3384015222,Diana Mastriodomenico,COLOMBIA,"Madrid, Cundinamarca, Colombia",no data,no data,no data,0,0,0,2772,2778.5,no data,4.83432,-74.20541,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3355079094,rccarl,COLOMBIA,Guasca,no data,no data,no data,0,0,0,3509,3510.5,no data,4.74677,-73.85576,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3338126151,sussandrio,COLOMBIA,"Tausa, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3613,3613,no data,5.2157,-74.00849,1,Espeletia,Espeletia chocontana Cuatrec.,Espeletia chocontana,Especie,no data,no data,EN,B1ab(iii),EN,A2ac; B1ab(iii),Native,NA
GBIF,3337812982,Nicolas Jimenez B.,COLOMBIA,"Cha, Cundinamarca, Colombia",no data,no data,no data,0,0,0,2671,2671.5,no data,4.88726,-74.07989,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3314495178,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3390,3389,no data,4.76774,-73.86262,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,3314307197,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3234,3239.5,no data,4.76999,-73.86965,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,3314260205,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3390,3395.5,no data,4.76749,-73.86209,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3314257207,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3410,3414,no data,4.7668,-73.86131,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3314250244,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3581,3573.5,no data,4.76539,-73.84893,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3314220270,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3607,3607,no data,4.76482,-73.85235,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3314213047,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3175,3175.5,no data,4.77176,-73.87435,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3314177255,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3590,3586,no data,4.76524,-73.8505,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3314174148,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3410,3410.5,no data,4.76676,-73.86145,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3314153222,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3603,3598,no data,4.76508,-73.85129,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3314145214,Andres Nicolas Ramirez,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3581,3578,no data,4.76511,-73.84986,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3302281102,angriodan,COLOMBIA,"Guasca, Cundinamarca, CO",no data,no data,no data,0,0,0,3009,3010,no data,4.78977,-73.92724,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3113291408,Juan Andrs leyva,COLOMBIA,"Zipaquira, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3549,3543,no data,5.06903,-74.10523,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3107158988,"Pinto-Zrate, J.H.",COLOMBIA,"Vereda El Guamal, Distrito Regional de Manejo Integrado rio Subachoque y Pantano de Arce, Paramo El Pedregoso",no data,no data,no data,0,0,0,3353,3354.5,no data,5.03817,-74.10164,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3097302316,Omar Javier Lopez Gomez,COLOMBIA,"Fmeque, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3590,3587.5,no data,4.68258,-73.78463,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3097218701,sussandrio,COLOMBIA,"Tausa, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3644,3643.5,no data,5.21323,-74.00162,1,Espeletia,Espeletia chocontana Cuatrec.,Espeletia chocontana,Especie,no data,no data,EN,B1ab(iii),EN,A2ac; B1ab(iii),Native,NA
GBIF,3090544529,Juan Andrs leyva,COLOMBIA,"Va Pionono, Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3182,3184.5,no data,4.90278,-73.92111,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3079715523,GERMAN LEONEL SARMIENTO CRuiz,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3522,3518,no data,4.76269,-73.85924,1,Espeletia,Espeletia killipii Cuatrec.,Espeletia killipii,Especie,Frailejon,no data,LC,NA,LC,NA,Native,NA
GBIF,3079699533,GERMAN LEONEL SARMIENTO CRuiz,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3561,3561,no data,4.76179,-73.85477,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3079571496,GERMAN LEONEL SARMIENTO CRuiz,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3328,3324,no data,4.76765,-73.86525,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3068133414,Uriel Alejandrio Moreno Ortiz,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3184,3183.5,no data,4.78846,-73.86412,1,Espeletia,Espeletia killipii Cuatrec.,Espeletia killipii,Especie,Frailejon,no data,LC,NA,LC,NA,Native,NA
GBIF,3067746828,Juan Andrs leyva,COLOMBIA,"Cundinamarca, CO",no data,no data,no data,0,0,0,1389,1382.5,no data,5.11655,-74.3636,1,Espeletia,Espeletia barclayana Cuatrec.,Espeletia barclayana,Especie,Frailejon,no data,NT,B1b(iii),NT,NA,NA,NA
GBIF,3044955793,Juan Andrs leyva,COLOMBIA,"Tausa, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3642,3641.5,no data,5.19506,-74.04743,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,3039118947,Jean-Paul Boerekamps,COLOMBIA,"Parque Nacional Natural Chingaza, La Calera, Cundinamarca, CO",no data,no data,no data,0,0,0,3497,3499,no data,4.73174,-73.88369,1,Espeletia,Espeletia uribei Cuatrec.,Espeletia uribei,Especie,no data,no data,LC,NA,LC,NA,Native,Endemic
GBIF,3032744996,F. Sarmiento Parra,COLOMBIA,Paramo de Guasca,no data,no data,no data,0,0,0,3251,3250.5,no data,4.80699,-73.85173,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,Frailejon,no data,LC,NA,LC,NA,Native,NA
GBIF,3032739582,Sarmiento Fernando | Quitian Sonny | Ramos | William Gonzalez | Cesar,COLOMBIA,Laguna de Siecha,no data,no data,no data,3450,3450,3450,3581,3583,no data,4.76462,-73.84883,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,3018003625,Pacho Gutierrez,COLOMBIA,"Chapinerio, Bogota, Colombia",no data,no data,no data,0,0,0,3028,3031.5,no data,4.67349,-74.00652,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3013983571,Jorge Matallana,COLOMBIA,"Tabio, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3164,3163,no data,4.90578,-74.12834,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,3008516728,Juan Andrs leyva,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3029,3026.5,no data,4.79359,-73.9085,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,2988726713,castellanosdelahoz,COLOMBIA,Guatavia,no data,no data,no data,0,0,0,3064,3064,no data,4.95834,-73.87755,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,2988606311,Cristian Gutirrez Pea,COLOMBIA,"Guasca, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3646,3638.5,no data,4.76575,-73.85215,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,2988556629,Jorge Matallana,COLOMBIA,"Tabio, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3058,3052.5,no data,4.94769,-74.11224,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,2988553666,Jorge Matallana,COLOMBIA,"Tabio, Cundinamarca, Colombia",no data,no data,no data,0,0,0,3221,3216.5,no data,4.97411,-74.10485,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,2988326310,MEIBY LIZETH CRuiz CORRALES,COLOMBIA,"Guasca, Chingaza, CO-CU, CO",no data,no data,no data,0,0,0,3490,3490,no data,4.74066,-73.8381,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
GBIF,2984570735,"Diazgranados, M",COLOMBIA,"Cundinamarca, CO",no data,no data,no data,0,0,0,2087,2087,no data,5.18914,-74.15567,1,Espeletia,Espeletia barclayana Cuatrec.,Espeletia barclayana,Especie,Frailejon,no data,NT,B1b(iii),NT,NA,NA,NA
GBIF,2984401711,luisfelipebernal,COLOMBIA,"Fquene, Cundinamarca, Colombia",no data,no data,no data,0,0,0,2897,2898,no data,5.38818,-73.79748,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,2984387793,lale1591,COLOMBIA,"Sopo, Cundinamarca, CO",no data,no data,no data,0,0,0,2695,2695.5,no data,4.92911,-73.98499,1,Espeletia,Espeletia corymbosa Bonpl.,Espeletia corymbosa,Especie,Frailejon,no data,LC,NA,LC,NA,NA,NA
GBIF,2984375827,lale1591,COLOMBIA,"Sopo, Cundinamarca, CO",no data,no data,no data,0,0,0,2711,2715,no data,4.92504,-73.98551,1,Espeletia,Espeletia argentea Bonpl.,Espeletia argentea,Especie,no data,no data,LC,NA,LC,NA,Native,NA
GBIF,2901704301,saMadrinan,COLOMBIA,"Cundinamarca, CO",no data,no data,no data,0,0,0,1393,1397,no data,5.07662,-74.28889,1,Espeletia,Espeletia barclayana Cuatrec.,Espeletia barclayana,Especie,Frailejon,no data,NT,B1b(iii),NT,NA,NA,NA
GBIF,2898508590,Jean-Paul Boerekamps,COLOMBIA,"Parque Nacional Natural Chingaza, Guasca, Cundinamarca, CO",no data,no data,no data,0,0,0,3570,3570,no data,4.74011,-73.86549,1,Espeletia,Espeletia uribei Cuatrec.,Espeletia uribei,Especie,no data,no data,LC,NA,LC,NA,Native,Endemic
GBIF,2898491585,Jean-Paul Boerekamps,COLOMBIA,"Parque Nacional Natural Chingaza, Guasca, Cundinamarca, CO",no data,no data,no data,0,0,0,3570,3570,no data,4.74009,-73.86557,1,Espeletia,Espeletia grandiflora Bonpl.,Espeletia grandiflora,Especie,"Frailejon, Orejas de burro, Tabaqueros, Tabaquillos, Trementinos",no data,LC,NA,LC,NA,Native,NA
